image,x1,y1,x2,y2
IMG_0203.png,0.3425366695427092,0.4465753424657534,0.6587575496117343,0.42876712328767125
IMG_0204.png,0.32269197584124243,0.426027397260274,0.6751509922346851,0.42876712328767125
IMG_0205.png,0.41371872303710094,0.4671232876712329,0.597497842968076,0.4643835616438356
IMG_0206.png,0.3925798101811907,0.426027397260274,0.6285591026747196,0.4465753424657534
IMG_0207.png,0.3382226056945643,0.44931506849315067,0.6484037963761864,0.44246575342465755
IMG_0208.png,0.3339085418464193,0.3863013698630137,0.6665228645383952,0.40821917808219177
IMG_0209.png,0.3438308886971527,0.4602739726027397,0.6665228645383952,0.44931506849315067
IMG_0211.png,0.38783433994823124,0.4178082191780822,0.6242450388265747,0.410958904109589
IMG_0212.png,0.35806729939603105,0.3835616438356164,0.6531492666091459,0.3972602739726027
IMG_0213.png,0.3869715271786022,0.44246575342465755,0.6173425366695428,0.4397260273972603
IMG_0214.png,0.3813632441760138,0.4397260273972603,0.6186367558239861,0.44246575342465755
IMG_0215.png,0.3360655737704918,0.44931506849315067,0.6453839516824849,0.44246575342465755
IMG_0216.png,0.3869715271786022,0.44246575342465755,0.6220880069025022,0.4397260273972603
IMG_0217.png,0.2972389991371872,0.3835616438356164,0.6997411561691113,0.3767123287671233
IMG_0218.png,0.3813632441760138,0.4575342465753425,0.6130284728213977,0.4534246575342466
IMG_0219.png,0.317083692838654,0.3767123287671233,0.686367558239862,0.3835616438356164
IMG_0220.png,0.38783433994823124,0.4602739726027397,0.6207937877480587,0.4465753424657534
IMG_0221.png,0.38912855910267474,0.426027397260274,0.6121656600517688,0.43561643835616437
IMG_0222.png,0.39473684210526316,0.44931506849315067,0.6108714408973253,0.4602739726027397
IMG_0223.png,0.38352027610008627,0.4602739726027397,0.6186367558239861,0.44931506849315067
IMG_0224.png,0.29508196721311475,0.42191780821917807,0.7053494391716998,0.40821917808219177
IMG_0225.png,0.38352027610008627,0.426027397260274,0.6130284728213977,0.4328767123287671
IMG_0226.png,0.3826574633304573,0.44931506849315067,0.6151855047454702,0.4465753424657534
IMG_0227.png,0.34037963761863677,0.41506849315068495,0.6617773943054357,0.3972602739726027
IMG_0228.png,0.38912855910267474,0.4328767123287671,0.6108714408973253,0.4178082191780822
IMG_0229.png,0.38481449525452976,0.4534246575342466,0.6199309749784296,0.4643835616438356
IMG_0230.png,0.3671268334771355,0.44246575342465755,0.6673856773080241,0.44931506849315067
IMG_0231.png,0.33477135461604834,0.4602739726027397,0.7006039689387403,0.4178082191780822
IMG_0232.png,0.3369283865401208,0.3972602739726027,0.6561691113028473,0.39452054794520547
IMG_0233.png,0.38352027610008627,0.44246575342465755,0.6164797238999137,0.4397260273972603
IMG_9423.png,0.2182916307161346,0.33424657534246577,0.7528041415012943,0.2821917808219178
IMG_9424.png,0.2670405522001726,0.42876712328767125,0.7329594477998275,0.39452054794520547
IMG_9425.png,0.3114754098360656,0.3835616438356164,0.6906816220880069,0.36575342465753424
IMG_9426.png,0.3080241587575496,0.42876712328767125,0.6630716134598792,0.3767123287671233
IMG_9427.png,0.30371009490940465,0.40136986301369865,0.7018981880931838,0.4178082191780822
IMG_9428.png,0.28602243313201037,0.36575342465753424,0.6919758412424504,0.3232876712328767
IMG_9429.png,0.2894736842105263,0.3767123287671233,0.7053494391716998,0.3726027397260274
IMG_9430.png,0.3360655737704918,0.3972602739726027,0.6574633304572908,0.426027397260274
IMG_9431.png,0.29594477998274377,0.410958904109589,0.7260569456427955,0.3410958904109589
IMG_9432.png,0.3127696289905091,0.3863013698630137,0.7053494391716998,0.4041095890410959
IMG_9433.png,0.317083692838654,0.3698630136986301,0.6807592752372735,0.4041095890410959
IMG_9434.png,0.2972389991371872,0.39452054794520547,0.7053494391716998,0.36575342465753424
IMG_9435.png,0.3546160483175151,0.410958904109589,0.6363244176013805,0.3972602739726027
IMG_9436.png,0.35030198446937016,0.4178082191780822,0.6561691113028473,0.42191780821917807
IMG_9437.png,0.33477135461604834,0.40821917808219177,0.6609145815358067,0.4178082191780822
IMG_9438.png,0.32484900776531495,0.40821917808219177,0.682916307161346,0.3863013698630137
IMG_9439.png,0.3572044866264021,0.4712328767123288,0.6354616048317515,0.4465753424657534
IMG_9440.png,0.34943917169974115,0.4808219178082192,0.6729939603106126,0.44931506849315067
IMG_9441.png,0.3127696289905091,0.42191780821917807,0.6729939603106126,0.3767123287671233
IMG_9442.png,0.34167385677308026,0.426027397260274,0.6639344262295082,0.3972602739726027
IMG_9443.png,0.31924072476272647,0.42191780821917807,0.6807592752372735,0.4534246575342466
IMG_9444.png,0.3813632441760138,0.41506849315068495,0.6561691113028473,0.44246575342465755
IMG_9445.png,0.3369283865401208,0.42191780821917807,0.6574633304572908,0.37945205479452054
IMG_9446.png,0.31363244176013805,0.410958904109589,0.682053494391717,0.426027397260274
IMG_9447.png,0.3283002588438309,0.39452054794520547,0.6596203623813632,0.3863013698630137
IMG_9448.png,0.33908541846419327,0.410958904109589,0.6807592752372735,0.4041095890410959
IMG_9449.png,0.33477135461604834,0.43561643835616437,0.6695427092320967,0.40136986301369865
IMG_9450.png,0.3671268334771355,0.40821917808219177,0.6419327006039689,0.4041095890410959
IMG_9451.png,0.30500431406384815,0.3904109589041096,0.6842105263157895,0.3972602739726027
IMG_9452.png,0.34814495254529765,0.3972602739726027,0.6397756686798964,0.3835616438356164
IMG_9453.png,0.32916307161345987,0.4041095890410959,0.6773080241587576,0.3972602739726027
